vehiclecount,updatetime,id,totalspaces,garagecode,streamdate,streamtime,day
73,56:49.4,6189,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
46,56:49.4,6190,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
101,56:49.4,6191,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6192,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6193,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
308,26:49.4,6194,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
212,26:49.4,6195,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
128,26:49.4,6196,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
70,26:49.4,6197,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
43,26:49.4,6198,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
96,26:49.4,6199,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6200,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6201,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
312,56:49.4,6202,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
207,56:49.4,6203,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
124,56:49.4,6204,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
71,56:49.4,6205,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
48,56:49.4,6206,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
94,56:49.4,6207,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6208,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6209,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
313,26:49.4,6210,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
208,26:49.4,6211,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
126,26:49.4,6212,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
69,26:49.4,6213,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
51,26:49.4,6214,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
86,26:49.4,6215,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6216,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6217,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
309,56:49.4,6218,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
236,56:49.4,6219,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
126,56:49.4,6220,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
59,56:49.4,6221,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
52,56:49.4,6222,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
77,56:49.4,6223,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6224,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6225,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
307,26:49.4,6226,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
251,26:49.4,6227,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
124,26:49.4,6228,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
50,26:49.4,6229,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
46,26:49.4,6230,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
76,26:49.4,6231,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6232,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6233,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
297,56:49.4,6234,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
233,56:49.4,6235,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
124,56:49.4,6236,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
36,56:49.4,6237,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
45,56:49.4,6238,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
75,56:49.4,6239,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6240,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6241,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
292,26:49.4,6242,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
230,26:49.4,6243,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
125,26:49.4,6244,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
27,26:49.4,6245,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
43,26:49.4,6246,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
70,26:49.4,6247,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6248,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6249,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
283,56:49.4,6250,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
226,56:49.4,6251,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
127,56:49.4,6252,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
24,56:49.4,6253,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
44,56:49.4,6254,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
69,56:49.4,6255,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6256,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6257,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
277,26:49.4,6258,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
208,26:49.4,6259,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
128,26:49.4,6260,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
21,26:49.4,6261,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
40,26:49.4,6262,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
67,26:49.4,6263,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6264,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6265,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
262,56:49.4,6266,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
167,56:49.4,6267,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
127,56:49.4,6268,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
21,56:49.4,6269,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
40,56:49.4,6270,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
65,56:49.4,6271,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6272,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6273,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
255,26:49.4,6274,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
117,26:49.4,6275,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
123,26:49.4,6276,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
19,26:49.4,6277,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
39,26:49.4,6278,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
65,26:49.4,6279,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6280,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6281,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
252,56:49.4,6282,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
112,56:49.4,6283,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
124,56:49.4,6284,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
19,56:49.4,6285,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
37,56:49.4,6286,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
67,56:49.4,6287,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6288,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6289,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
252,26:49.4,6290,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
112,26:49.4,6291,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
126,26:49.4,6292,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,26:49.4,6293,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,26:49.4,6294,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
67,26:49.4,6295,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6296,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6297,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
252,56:49.4,6298,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,56:49.4,6299,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
126,56:49.4,6300,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,56:49.4,6301,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,56:49.4,6302,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
67,56:49.4,6303,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6304,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6305,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
251,26:49.4,6306,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,26:49.4,6307,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
123,26:49.4,6308,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,26:49.4,6309,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,26:49.4,6310,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
67,26:49.4,6311,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6312,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6313,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
250,56:49.4,6314,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,56:49.4,6315,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
118,56:49.4,6316,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,56:49.4,6317,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,56:49.4,6318,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
67,56:49.4,6319,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6320,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6321,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
250,26:49.4,6322,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,26:49.4,6323,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
111,26:49.4,6324,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
17,26:49.4,6325,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,26:49.4,6326,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
66,26:49.4,6327,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6328,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6329,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
247,56:49.4,6330,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,56:49.4,6331,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
109,56:49.4,6332,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
17,56:49.4,6333,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,56:49.4,6334,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
66,56:49.4,6335,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6336,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6337,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
246,26:49.4,6338,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,26:49.4,6339,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
108,26:49.4,6340,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
17,26:49.4,6341,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,26:49.4,6342,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
66,26:49.4,6343,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6344,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6345,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
246,56:49.4,6346,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,56:49.4,6347,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
106,56:49.4,6348,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
17,56:49.4,6349,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
34,56:49.4,6350,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
66,56:49.4,6351,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6352,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6353,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
245,26:49.4,6354,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,26:49.4,6355,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
102,26:49.4,6356,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
17,26:49.4,6357,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
34,26:49.4,6358,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
66,26:49.4,6359,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6360,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6361,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
244,56:49.4,6362,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,56:49.4,6363,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
94,56:49.4,6364,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,56:49.4,6365,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,56:49.4,6366,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
66,56:49.4,6367,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6368,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6369,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
243,26:49.4,6370,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
111,26:49.4,6371,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
90,26:49.4,6372,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,26:49.4,6373,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,26:49.4,6374,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
66,26:49.4,6375,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6376,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6377,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
235,56:49.4,6378,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
108,56:49.4,6379,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
85,56:49.4,6380,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,56:49.4,6381,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
35,56:49.4,6382,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
64,56:49.4,6383,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6384,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6385,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
224,26:49.4,6386,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
103,26:49.4,6387,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
83,26:49.4,6388,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,26:49.4,6389,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
37,26:49.4,6390,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
64,26:49.4,6391,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6392,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6393,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
221,56:49.4,6394,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
103,56:49.4,6395,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
81,56:49.4,6396,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
18,56:49.4,6397,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
40,56:49.4,6398,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
65,56:49.4,6399,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6400,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6401,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
218,26:49.4,6402,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
108,26:49.4,6403,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
79,26:49.4,6404,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
20,26:49.4,6405,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
44,26:49.4,6406,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
64,26:49.4,6407,700,SALLING,11/3/2014 0:00,4:18:44,PM
65,56:49.4,6415,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6408,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6409,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
229,56:49.4,6410,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
112,56:49.4,6411,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
77,56:49.4,6412,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
21,56:49.4,6413,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
45,56:49.4,6414,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6416,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6417,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
230,26:49.4,6418,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
116,26:49.4,6419,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
75,26:49.4,6420,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
28,26:49.4,6421,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
46,26:49.4,6422,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
73,26:49.4,6423,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6424,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6425,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
232,56:49.4,6426,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
131,56:49.4,6427,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
81,56:49.4,6428,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
33,56:49.4,6429,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
48,56:49.4,6430,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
79,56:49.4,6431,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6432,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6433,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
219,26:49.4,6434,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
164,26:49.4,6435,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
88,26:49.4,6436,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
56,26:49.4,6437,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
48,26:49.4,6438,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
92,26:49.4,6439,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6440,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6441,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
204,56:49.4,6442,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
202,56:49.4,6443,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
98,56:49.4,6444,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
84,56:49.4,6445,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
49,56:49.4,6446,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
102,56:49.4,6447,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6448,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6449,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
188,26:49.4,6450,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
257,26:49.4,6451,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
104,26:49.4,6452,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
103,26:49.4,6453,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
59,26:49.4,6454,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
119,26:49.4,6455,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6456,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6457,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
187,56:49.4,6458,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
308,56:49.4,6459,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
99,56:49.4,6460,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
98,56:49.4,6461,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
63,56:49.4,6462,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
144,56:49.4,6463,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6464,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6465,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
185,26:49.4,6466,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
334,26:49.4,6467,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
100,26:49.4,6468,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
114,26:49.4,6469,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
78,26:49.4,6470,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
154,26:49.4,6471,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6472,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6473,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
194,56:49.4,6474,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
355,56:49.4,6475,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
100,56:49.4,6476,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
122,56:49.4,6477,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
85,56:49.4,6478,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
157,56:49.4,6479,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6480,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6481,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
199,26:49.4,6482,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
390,26:49.4,6483,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
102,26:49.4,6484,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
125,26:49.4,6485,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
85,26:49.4,6486,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
136,26:49.4,6487,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6488,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6489,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
185,56:49.4,6490,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
386,56:49.4,6491,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
108,56:49.4,6492,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
127,56:49.4,6493,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
83,56:49.4,6494,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
129,56:49.4,6495,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6496,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6497,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
179,26:49.4,6498,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
351,26:49.4,6499,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
113,26:49.4,6500,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
130,26:49.4,6501,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
82,26:49.4,6502,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
120,26:49.4,6503,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6504,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,56:49.4,6505,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
172,56:49.4,6506,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
340,56:49.4,6507,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
118,56:49.4,6508,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
127,56:49.4,6509,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
75,56:49.4,6510,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
120,56:49.4,6511,700,SALLING,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6512,65,NORREPORT,11/3/2014 0:00,4:18:44,PM
0,26:49.4,6513,512,SKOLEBAKKEN,11/3/2014 0:00,4:18:44,PM
173,26:49.4,6514,1240,SCANDCENTER,11/3/2014 0:00,4:18:44,PM
321,26:49.4,6515,953,BRUUNS,11/3/2014 0:00,4:18:44,PM
116,26:49.4,6516,130,BUSGADEHUSET,11/3/2014 0:00,4:18:44,PM
117,26:49.4,6517,400,MAGASIN,11/3/2014 0:00,4:18:44,PM
62,26:49.4,6518,210,KALKVAERKSVEJ,11/3/2014 0:00,4:18:44,PM
121,26:49.4,6519,700,SALLING,11/3/2014 0:00,4:18:44,PM
110,56:49.4,6527,700,SALLING,11/3/2014 0:00,4:18:44,PM
